CustomerId,TransactionStartTime,Value,Amount,TransactionId,BatchId,SubscriptionId,CurrencyCode,CountryCode,ProviderId,ProductId,ProductCategory,ChannelId,TransactionStatus,IssuedDateLoan,AmountLoan,Currency,LoanId,PaidOnDate,IsFinalPayBack,InvestorId,DueDate,LoanApplicationId,PayBackId,ThirdPartyId,IsThirdPartyConfirmed,IsDefaulted,source_dataset,row_id,customer_prior_txn_count,customer_prior_abs_amount_sum,customer_prior_abs_value_sum,customer_prior_abs_amount_mean,customer_prior_abs_value_mean,customer_prior_max_abs_amount,customer_days_since_prev_txn,customer_tenure_days,customer_prior_unique_product_categories,customer_prior_unique_channels,customer_prior_same_product_count,customer_prior_same_channel_count,customer_prior_weekend_share,abs_amount,abs_value,amount_value_gap,amount_to_value_ratio,log_abs_amount,log_abs_value,txn_month,txn_day,txn_hour,txn_weekday,txn_is_weekend,issue_month,issue_day,issue_hour,issue_to_txn_minutes,log_customer_prior_abs_amount_sum,log_customer_prior_abs_value_sum,log_customer_prior_abs_amount_mean,log_customer_prior_abs_value_mean,log_customer_prior_max_abs_amount,log_customer_days_since_prev_txn,log_customer_tenure_days
CustomerId_393,2018-12-27 22:23:39,5000.0,-5000.0,TransactionId_268,BatchId_535,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-12-27 22:23:36,6175.0,UGX,LoanId_1596,2019-02-05 06:27:24,1.0,InvestorId_1,2019-01-26 22:23:32,LoanApplicationId_1539,PayBackId_1850,ThirdPartyId_676,1.0,0,TRAIN,TRAIN_561,7,15500.0,15500.0,2214.285714285714,2214.285714285714,5000.0,13.578611111111112,27.42287037037037,2,1,5,7,0.5714285714285714,5000.0,5000.0,0.0,1.0,8.517393171418904,8.517393171418904,12,27,22,3,0,12.0,27.0,22.0,0.05,9.648659816955295,9.648659816955295,7.703136664808835,7.703136664808835,8.517393171418904,2.67955546217408,3.347194115822682
CustomerId_261,2018-12-28 05:34:15,5000.0,-5000.0,TransactionId_1170,BatchId_1692,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-12-28 05:34:13,5675.0,UGX,LoanId_982,2019-01-16 18:04:36,1.0,InvestorId_1,2019-01-27 05:34:07,LoanApplicationId_798,PayBackId_1869,ThirdPartyId_46,1.0,0,TRAIN,TRAIN_562,10,16914.0,18414.0,1691.4,1841.4,5000.0,0.7335879629629629,30.768587962962965,3,1,7,10,0.0,5000.0,5000.0,0.0,1.0,8.517393171418904,8.517393171418904,12,28,5,4,0,12.0,28.0,5.0,0.03333333333333333,9.735956081214809,9.820920828879165,7.433902918845912,7.518824348506476,8.517393171418904,0.5501932278396742,3.4584780016834586
CustomerId_261,2018-12-28 05:46:20,1110.0,-1110.0,TransactionId_1259,BatchId_1473,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-12-28 05:46:18,1227.0,UGX,LoanId_346,2019-01-10 16:00:11,1.0,InvestorId_1,2019-01-27 05:46:15,LoanApplicationId_144,PayBackId_1950,ThirdPartyId_677,1.0,0,TRAIN,TRAIN_563,11,21914.0,23414.0,1992.1818181818182,2128.5454545454545,5000.0,0.008391203703703705,30.776979166666667,3,1,8,11,0.0,1110.0,1110.0,0.0,1.0,7.01301578963963,7.01301578963963,12,28,5,4,0,12.0,28.0,5.0,0.03333333333333333,9.99492661285291,10.061132121617643,7.597487544442013,7.663663834308252,8.517393171418904,0.00835619327067802,3.4587421020489604
CustomerId_269,2018-12-28 06:40:16,10000.0,-10000.0,TransactionId_2539,BatchId_1223,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,1,2018-12-28 06:40:13,10400.0,UGX,LoanId_1061,2018-12-28 10:10:49,1.0,InvestorId_1,2019-01-27 06:40:10,LoanApplicationId_1520,PayBackId_2032,ThirdPartyId_1619,1.0,0,TRAIN,TRAIN_564,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,,10000.0,10000.0,0.0,1.0,9.210440366976517,9.210440366976517,12,28,6,4,0,12.0,28.0,6.0,0.05,0.0,0.0,,,0.0,,0.0
CustomerId_471,2018-12-28 10:29:07,1200.0,-1200.0,TransactionId_1056,BatchId_2368,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-12-28 10:29:05,1350.0,UGX,LoanId_129,2019-01-14 11:08:32,1.0,InvestorId_1,2019-01-27 10:28:59,LoanApplicationId_205,PayBackId_554,ThirdPartyId_81,1.0,0,TRAIN,TRAIN_565,8,22900.0,22900.0,2862.5,2862.5,10000.0,7.984456018518519,25.888726851851853,1,1,8,8,0.125,1200.0,1200.0,0.0,1.0,7.0909098220799835,7.0909098220799835,12,28,10,4,0,12.0,28.0,10.0,0.03333333333333333,10.038935856711177,10.038935856711177,7.959799931833912,7.959799931833912,9.210440366976517,2.1954959751103846,3.291707122631511
CustomerId_471,2018-12-28 10:29:07,1200.0,-1200.0,TransactionId_1056,BatchId_2368,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-12-28 10:29:16,1362.0,UGX,LoanId_1111,2019-01-17 08:50:42,1.0,InvestorId_1,2019-01-27 10:29:11,LoanApplicationId_257,PayBackId_1021,ThirdPartyId_1533,1.0,0,TRAIN,TRAIN_566,9,24100.0,24100.0,2677.777777777778,2677.777777777778,10000.0,0.0,25.888726851851853,1,1,9,9,0.1111111111111111,1200.0,1200.0,0.0,1.0,7.0909098220799835,7.0909098220799835,12,28,10,4,0,12.0,28.0,10.0,-0.15,10.090008612393838,10.090008612393838,7.89311591641308,7.89311591641308,9.210440366976517,0.0,3.291707122631511
CustomerId_391,2018-12-28 10:37:39,11330.0,-11000.0,TransactionId_416,BatchId_1767,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_6,tv,ChannelId_1,1,2018-12-28 10:37:36,15350.0,UGX,LoanId_367,2019-02-04 07:33:27,1.0,InvestorId_1,2019-01-27 10:37:33,LoanApplicationId_213,PayBackId_751,ThirdPartyId_1767,1.0,0,TRAIN,TRAIN_567,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,,11000.0,11330.0,-330.0,0.970873786407767,9.305741456739435,9.335297611380566,12,28,10,4,0,12.0,28.0,10.0,0.05,0.0,0.0,,,0.0,,0.0
CustomerId_261,2018-12-28 11:30:10,2000.0,-2000.0,TransactionId_2200,BatchId_1055,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-12-28 11:30:08,2310.0,UGX,LoanId_847,2019-01-20 11:34:55,1.0,InvestorId_1,2019-01-27 11:30:05,LoanApplicationId_626,PayBackId_1637,ThirdPartyId_1807,1.0,0,TRAIN,TRAIN_568,12,23024.0,24524.0,1918.6666666666667,2043.6666666666667,5000.0,0.23877314814814815,31.015752314814815,3,1,9,12,0.0,2000.0,2000.0,0.0,1.0,7.601402334583733,7.601402334583733,12,28,11,4,0,12.0,28.0,11.0,0.03333333333333333,10.044335861123507,10.107448284433564,7.559906838838563,7.6229900560060875,8.517393171418904,0.21412149318627433,3.4662280415175624
CustomerId_48,2018-12-28 11:39:14,5000.0,-5000.0,TransactionId_1956,BatchId_492,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-12-28 11:39:10,6100.0,UGX,LoanId_321,2019-02-03 04:17:09,1.0,InvestorId_1,2019-01-27 11:39:07,LoanApplicationId_377,PayBackId_1454,ThirdPartyId_1534,1.0,0,TRAIN,TRAIN_569,10,32000.0,32000.0,3200.0,3200.0,5000.0,3.860636574074074,16.14269675925926,1,1,10,10,0.0,5000.0,5000.0,0.0,1.0,8.517393171418904,8.517393171418904,12,28,11,4,0,12.0,28.0,11.0,0.06666666666666667,10.373522431293592,10.373522431293592,8.071218539969863,8.071218539969863,8.517393171418904,1.5811694116547357,2.841572237973091
CustomerId_120,2018-12-28 17:29:36,5000.0,-5000.0,TransactionId_760,BatchId_2080,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-12-28 17:29:34,2000.0,UGX,LoanId_526,2019-01-09 18:47:10,0.0,InvestorId_1,2019-01-27 17:29:27,LoanApplicationId_194,PayBackId_680,ThirdPartyId_1627,1.0,0,TRAIN,TRAIN_571,2,3000.0,3000.0,1500.0,1500.0,2000.0,10.259560185185185,31.87934027777778,1,1,2,2,0.0,5000.0,5000.0,0.0,1.0,8.517393171418904,8.517393171418904,12,28,17,4,0,12.0,28.0,17.0,0.03333333333333333,8.006700845440367,8.006700845440367,7.313886831633462,7.313886831633462,7.601402334583733,2.4212175620184175,3.492844505442212
CustomerId_120,2018-12-28 17:29:36,5000.0,-5000.0,TransactionId_760,BatchId_2080,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-12-28 17:29:34,3825.0,UGX,LoanId_526,2019-01-23 06:26:00,1.0,InvestorId_1,2019-01-27 17:29:27,LoanApplicationId_194,PayBackId_1409,ThirdPartyId_192,1.0,0,TRAIN,TRAIN_572,3,8000.0,8000.0,2666.6666666666665,2666.6666666666665,5000.0,0.0,31.87934027777778,1,1,3,3,0.0,5000.0,5000.0,0.0,1.0,8.517393171418904,8.517393171418904,12,28,17,4,0,12.0,28.0,17.0,0.03333333333333333,8.987321812850125,8.987321812850125,7.888959461698937,7.888959461698937,8.517393171418904,0.0,3.492844505442212
CustomerId_376,2018-12-29 07:37:27,10000.0,-10000.0,TransactionId_230,BatchId_1125,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-12-29 07:37:24,12800.0,UGX,LoanId_132,2019-02-16 05:19:28,1.0,InvestorId_1,2019-01-28 07:37:21,LoanApplicationId_1188,PayBackId_616,ThirdPartyId_343,1.0,0,TRAIN,TRAIN_573,1,1000.0,1000.0,1000.0,1000.0,1000.0,11.919814814814815,11.919814814814815,1,1,1,1,0.0,10000.0,10000.0,0.0,1.0,9.210440366976517,9.210440366976517,12,29,7,5,1,12.0,29.0,7.0,0.05,6.90875477931522,6.90875477931522,6.90875477931522,6.90875477931522,6.90875477931522,2.5587621650330665,2.5587621650330665
CustomerId_298,2018-12-29 08:30:00,1000.0,-1000.0,TransactionId_1752,BatchId_290,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-12-29 08:29:56,1135.0,UGX,LoanId_1151,2019-01-17 09:50:41,1.0,InvestorId_1,2019-01-28 08:29:53,LoanApplicationId_765,PayBackId_834,ThirdPartyId_1179,1.0,0,TRAIN,TRAIN_574,12,14500.0,14500.0,1208.3333333333333,1208.3333333333333,2000.0,3.9296875,19.603136574074075,1,1,12,12,0.4166666666666667,1000.0,1000.0,0.0,1.0,6.90875477931522,6.90875477931522,12,29,8,5,1,12.0,29.0,8.0,0.06666666666666667,9.581972891547895,9.581972891547895,7.097824522566918,7.097824522566918,7.601402334583733,1.595275598621596,3.025443325082407
CustomerId_261,2018-12-29 18:12:41,1000.0,-1000.0,TransactionId_1491,BatchId_692,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-12-29 18:12:38,1125.0,UGX,LoanId_955,2019-01-16 18:07:50,1.0,InvestorId_1,2019-01-28 18:12:35,LoanApplicationId_1382,PayBackId_1592,ThirdPartyId_1586,1.0,0,TRAIN,TRAIN_575,13,25024.0,26524.0,1924.923076923077,2040.3076923076924,5000.0,1.2795254629629629,32.29527777777778,3,1,10,13,0.0,1000.0,1000.0,0.0,1.0,6.90875477931522,6.90875477931522,12,29,18,5,1,12.0,29.0,18.0,0.05,10.127630604183421,10.185842963482184,7.5631606522682,7.621345907110111,8.517393171418904,0.8239672910248348,3.5054155784554837
CustomerId_261,2018-12-29 18:15:55,1300.0,-1300.0,TransactionId_2044,BatchId_72,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-12-29 18:15:53,1424.0,UGX,LoanId_624,2019-01-10 15:23:53,1.0,InvestorId_1,2019-01-28 18:15:51,LoanApplicationId_952,PayBackId_845,ThirdPartyId_760,1.0,0,TRAIN,TRAIN_576,14,26024.0,27524.0,1858.857142857143,1966.0,5000.0,0.0022453703703703702,32.29752314814815,3,1,11,14,0.07142857142857142,1300.0,1300.0,0.0,1.0,7.170888478512505,7.170888478512505,12,29,18,5,1,12.0,29.0,18.0,0.03333333333333333,10.16681289348317,10.22284996159088,7.5282549588420835,7.584264818389059,8.517393171418904,0.0022428532934627324,3.5054830142845828
CustomerId_310,2018-12-30 14:52:18,4000.0,-4000.0,TransactionId_1814,BatchId_2275,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-12-30 14:52:15,4160.0,UGX,LoanId_1271,2018-12-31 09:34:16,1.0,InvestorId_1,2019-01-29 14:52:09,LoanApplicationId_147,PayBackId_218,ThirdPartyId_1210,1.0,0,TRAIN,TRAIN_580,9,25850.0,25850.0,2872.222222222222,2872.222222222222,6000.0,7.42912037037037,34.340625,2,1,4,9,0.2222222222222222,4000.0,4000.0,0.0,1.0,8.294299608857235,8.294299608857235,12,30,14,6,1,12.0,30.0,14.0,0.05,10.160104563907877,10.160104563907877,7.963189404481687,7.963189404481687,8.699681400989514,2.131692421417635,3.5650331520775547
CustomerId_26,2018-12-30 18:41:12,5000.0,-5000.0,TransactionId_915,BatchId_1648,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,1,2018-12-30 18:41:09,5800.0,UGX,LoanId_1405,2019-01-24 07:47:53,1.0,InvestorId_1,2019-01-29 18:41:05,LoanApplicationId_220,PayBackId_672,ThirdPartyId_1050,1.0,0,TRAIN,TRAIN_581,4,14000.0,14750.0,3500.0,3687.5,7000.0,11.099444444444444,13.288715277777778,3,1,2,4,0.0,5000.0,5000.0,0.0,1.0,8.517393171418904,8.517393171418904,12,30,18,6,1,12.0,30.0,18.0,0.05,9.546884034617925,9.599066156080049,8.160803920954665,8.212975150324358,8.853808274977197,2.4931595378663527,2.659470084315726
CustomerId_310,2018-12-30 19:13:33,6000.0,-6000.0,TransactionId_2266,BatchId_2192,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-12-30 19:13:31,6240.0,UGX,LoanId_307,2018-12-31 09:33:34,1.0,InvestorId_1,2019-01-29 19:13:28,LoanApplicationId_846,PayBackId_341,ThirdPartyId_1510,1.0,0,TRAIN,TRAIN_582,10,29850.0,29850.0,2985.0,2985.0,6000.0,0.1814236111111111,34.52204861111111,2,1,5,10,0.3,6000.0,6000.0,0.0,1.0,8.699681400989514,8.699681400989514,12,30,19,6,1,12.0,30.0,19.0,0.03333333333333333,10.303973619097128,10.303973619097128,8.001689978099135,8.001689978099135,8.699681400989514,0.1667201613956295,3.5701535913232005
CustomerId_376,2018-12-30 19:57:47,1000.0,-1000.0,TransactionId_2609,BatchId_2310,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-12-30 19:57:45,1045.0,UGX,LoanId_73,2019-01-01 04:14:33,1.0,InvestorId_1,2019-01-29 19:57:42,LoanApplicationId_459,PayBackId_632,ThirdPartyId_1729,1.0,0,TRAIN,TRAIN_583,2,11000.0,11000.0,5500.0,5500.0,10000.0,1.5141203703703703,13.433935185185184,1,1,2,2,0.5,1000.0,1000.0,0.0,1.0,6.90875477931522,6.90875477931522,12,30,19,6,1,12.0,30.0,19.0,0.03333333333333333,9.305741456739435,9.305741456739435,8.612685172875459,8.612685172875459,9.210440366976517,0.9219229890418801,2.6695820442135885
CustomerId_398,2018-12-31 06:41:21,5000.0,-5000.0,TransactionId_202,BatchId_2046,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-12-31 06:41:19,5475.0,UGX,LoanId_1355,2019-01-11 16:59:13,1.0,InvestorId_1,2019-01-30 06:41:13,LoanApplicationId_1093,PayBackId_1237,ThirdPartyId_1328,1.0,0,TRAIN,TRAIN_584,7,19500.0,19500.0,2785.714285714286,2785.714285714286,8000.0,10.075902777777777,27.02420138888889,1,1,7,7,0.0,5000.0,5000.0,0.0,1.0,8.517393171418904,8.517393171418904,12,31,6,0,0,12.0,31.0,6.0,0.03333333333333333,9.87822102528824,9.87822102528824,7.93261850543962,7.93261850543962,8.987321812850125,2.40477182753254,3.3330684721699955
CustomerId_243,2018-12-31 06:46:18,1000.0,-1000.0,TransactionId_1900,BatchId_625,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-12-31 06:46:13,1055.0,UGX,LoanId_657,2019-01-03 07:07:55,1.0,InvestorId_1,2019-01-30 06:46:09,LoanApplicationId_7,PayBackId_1453,ThirdPartyId_1428,1.0,0,TRAIN,TRAIN_585,5,37000.0,40600.0,7400.0,8120.0,10000.0,11.980532407407408,28.783368055555556,2,1,0,5,0.6,1000.0,1000.0,0.0,1.0,6.90875477931522,6.90875477931522,12,31,6,0,0,12.0,31.0,6.0,0.08333333333333333,10.518700218288165,10.611547975828369,8.909370405197466,9.002208578282412,9.210440366976517,2.5634507279545797,3.393950118763919
CustomerId_241,2018-12-31 09:05:44,1000.0,-1000.0,TransactionId_1580,BatchId_1652,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-12-31 09:05:41,1115.0,UGX,LoanId_298,2019-01-16 06:44:21,1.0,InvestorId_1,2019-01-30 09:05:34,LoanApplicationId_114,PayBackId_1371,ThirdPartyId_157,1.0,0,TRAIN,TRAIN_586,4,10000.0,10000.0,2500.0,2500.0,5000.0,6.743171296296296,19.66664351851852,1,1,0,4,0.0,1000.0,1000.0,0.0,1.0,6.90875477931522,6.90875477931522,12,31,9,0,0,12.0,31.0,9.0,0.05,9.210440366976517,9.210440366976517,7.824445930877619,7.824445930877619,8.517393171418904,2.046811331889612,3.02852097630467
CustomerId_405,2018-12-31 18:25:45,2000.0,-2000.0,TransactionId_2179,BatchId_284,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_8,data_bundles,ChannelId_1,1,2018-12-31 18:25:42,2120.0,UGX,LoanId_148,2019-01-04 18:48:26,1.0,InvestorId_2,2019-01-30 18:25:36,LoanApplicationId_1402,PayBackId_828,ThirdPartyId_1156,1.0,0,TRAIN,TRAIN_587,13,292000.0,304130.0,22461.53846153846,23394.615384615383,115000.0,4.554456018518518,60.09240740740741,4,1,7,13,0.3076923076923077,2000.0,2000.0,0.0,1.0,7.601402334583733,7.601402334583733,12,31,18,0,0,12.0,31.0,18.0,0.05,12.584512505902088,12.625213808621178,10.019604243345817,10.060303907062742,11.652696102959753,1.714600491837172,4.112387593438131
CustomerId_28,2018-12-31 19:24:28,2000.0,-2000.0,TransactionId_919,BatchId_1137,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-12-31 19:24:26,2210.0,UGX,LoanId_1198,2019-01-14 17:44:41,1.0,InvestorId_1,2019-01-30 19:24:23,LoanApplicationId_565,PayBackId_570,ThirdPartyId_55,1.0,0,TRAIN,TRAIN_588,3,8000.0,8000.0,2666.6666666666665,2666.6666666666665,3000.0,13.339340277777778,36.12429398148148,1,1,3,3,0.3333333333333333,2000.0,2000.0,0.0,1.0,7.601402334583733,7.601402334583733,12,31,19,0,0,12.0,31.0,19.0,0.03333333333333333,8.987321812850125,8.987321812850125,7.888959461698937,7.888959461698937,8.006700845440367,2.6630068283794106,3.6142715796081997
CustomerId_461,2019-01-01 02:24:43,5000.0,-5000.0,TransactionId_2054,BatchId_2244,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,1,2019-01-01 02:24:41,5575.0,UGX,LoanId_1319,2019-01-16 06:05:32,1.0,InvestorId_1,2019-01-31 02:24:38,LoanApplicationId_358,PayBackId_1287,ThirdPartyId_930,1.0,0,TRAIN,TRAIN_589,3,15000.0,15000.0,5000.0,5000.0,5000.0,12.07695601851852,20.502743055555555,2,1,2,3,0.0,5000.0,5000.0,0.0,1.0,8.517393171418904,8.517393171418904,1,1,2,1,0,1.0,1.0,2.0,0.03333333333333333,9.61587214452889,9.61587214452889,8.517393171418904,8.517393171418904,8.517393171418904,2.570851598648733,3.0681805109748015
CustomerId_398,2019-01-01 06:27:25,7000.0,-7000.0,TransactionId_132,BatchId_1517,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,1,2019-01-01 06:27:21,7385.0,UGX,LoanId_175,2019-01-04 19:04:09,1.0,InvestorId_1,2019-01-31 06:27:18,LoanApplicationId_983,PayBackId_354,ThirdPartyId_885,1.0,0,TRAIN,TRAIN_590,8,24500.0,24500.0,3062.5,3062.5,8000.0,0.9903240740740741,28.01452546296296,1,1,0,8,0.0,7000.0,7000.0,0.0,1.0,8.853808274977197,8.853808274977197,1,1,6,1,0,1.0,1.0,6.0,0.06666666666666667,10.106469212026385,10.106469212026385,8.02731333216571,8.02731333216571,8.987321812850125,0.6882974767710731,3.3677965826221485
CustomerId_48,2019-01-01 11:19:50,500.0,-500.0,TransactionId_1197,BatchId_1561,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2019-01-01 11:19:48,600.0,UGX,LoanId_872,2019-02-03 04:16:26,1.0,InvestorId_1,2019-01-31 11:19:42,LoanApplicationId_1258,PayBackId_434,ThirdPartyId_312,1.0,0,TRAIN,TRAIN_591,11,37000.0,37000.0,3363.6363636363635,3363.6363636363635,5000.0,3.986527777777778,20.129224537037036,1,1,11,11,0.0,500.0,500.0,0.0,1.0,6.2166061010848646,6.2166061010848646,1,1,11,1,0,1.0,1.0,11.0,0.03333333333333333,10.518700218288165,10.518700218288165,8.121075171941204,8.121075171941204,8.517393171418904,1.606739831440435,3.050657131334879
CustomerId_145,2019-01-01 13:27:03,20000.0,-20000.0,TransactionId_33,BatchId_2009,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2019-01-01 13:27:01,23100.0,UGX,LoanId_1,2019-01-24 16:22:46,1.0,InvestorId_2,2019-01-31 13:26:51,LoanApplicationId_440,PayBackId_1093,ThirdPartyId_1164,1.0,0,TRAIN,TRAIN_592,2,55000.0,58500.0,27500.0,29250.0,50000.0,12.910474537037038,13.829780092592593,2,1,1,2,0.0,20000.0,20000.0,0.0,1.0,9.90353755128617,9.90353755128617,1,1,13,1,0,1.0,1.0,13.0,0.03333333333333333,10.915106645867503,10.97679912709094,10.221977646629885,10.283669040109793,10.819798284210286,2.632642120165607,2.696637327489161
CustomerId_405,2019-01-01 15:42:36,26000.0,-26000.0,TransactionId_2260,BatchId_69,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_13,tv,ChannelId_1,1,2019-01-01 15:42:34,30940.0,UGX,LoanId_234,2019-02-01 15:30:10,1.0,InvestorId_2,2019-01-31 15:42:31,LoanApplicationId_1563,PayBackId_1691,ThirdPartyId_773,1.0,0,TRAIN,TRAIN_593,14,294000.0,306130.0,21000.0,21866.428571428572,115000.0,0.8867013888888889,60.979108796296295,4,1,3,14,0.2857142857142857,26000.0,26000.0,0.0,1.0,10.165890277802454,10.165890277802454,1,1,15,1,0,1.0,1.0,15.0,0.03333333333333333,12.591338447675579,12.631768393899062,9.952325334619427,9.992753528862636,11.652696102959753,0.6348300073823416,4.126797373364587
CustomerId_376,2019-01-01 18:20:38,1000.0,-1000.0,TransactionId_158,BatchId_1079,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,1,2019-01-01 18:20:33,1265.0,UGX,LoanId_191,2019-02-16 05:26:23,1.0,InvestorId_1,2019-01-31 18:20:29,LoanApplicationId_201,PayBackId_1905,ThirdPartyId_1344,1.0,0,TRAIN,TRAIN_594,3,12000.0,12000.0,4000.0,4000.0,10000.0,1.9325347222222222,15.366469907407408,1,1,3,3,0.6666666666666666,1000.0,1000.0,0.0,1.0,6.90875477931522,6.90875477931522,1,1,18,1,0,1.0,1.0,18.0,0.08333333333333333,9.392745258631441,9.392745258631441,8.294299608857235,8.294299608857235,9.210440366976517,1.0758671419603816,2.7952347241094335
CustomerId_393,2019-01-01 19:09:16,1000.0,-1000.0,TransactionId_1163,BatchId_1836,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2019-01-01 19:09:15,1210.0,UGX,LoanId_168,2019-02-05 06:24:36,1.0,InvestorId_1,2019-01-31 19:09:09,LoanApplicationId_381,PayBackId_2044,ThirdPartyId_80,1.0,0,TRAIN,TRAIN_595,8,20500.0,20500.0,2562.5,2562.5,5000.0,4.8650115740740745,32.28788194444444,2,1,6,8,0.5,1000.0,1000.0,0.0,1.0,6.90875477931522,6.90875477931522,1,1,19,1,0,1.0,1.0,19.0,0.016666666666666666,9.928228944424575,9.928228944424575,7.849128791223755,7.849128791223755,8.517393171418904,1.769004455517656,3.5051934251844585
CustomerId_145,2019-01-02 08:07:00,61800.0,-60000.0,TransactionId_2063,BatchId_101,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_5,tv,ChannelId_1,1,2019-01-02 08:06:58,74865.0,UGX,LoanId_884,2019-01-24 15:44:10,1.0,InvestorId_2,2019-02-01 08:06:49,LoanApplicationId_1564,PayBackId_1113,ThirdPartyId_393,1.0,0,TRAIN,TRAIN_597,3,75000.0,78500.0,25000.0,26166.666666666668,50000.0,0.7777430555555556,14.607523148148148,2,1,0,3,0.0,60000.0,61800.0,-1800.0,0.970873786407767,11.002116507732017,11.031674824544641,1,2,8,2,0,1.0,2.0,8.0,0.03333333333333333,11.225256725762893,11.270866642542865,10.12667110305036,10.172279830932666,10.819798284210286,0.5753446134628245,2.7477530510952635
CustomerId_160,2019-01-02 14:41:52,1500.0,-1500.0,TransactionId_819,BatchId_205,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2019-01-02 14:41:49,1628.0,UGX,LoanId_350,2019-01-12 06:27:48,1.0,InvestorId_1,2019-02-01 14:41:42,LoanApplicationId_1088,PayBackId_1222,ThirdPartyId_51,1.0,0,TRAIN,TRAIN_598,6,8210.0,8210.0,1368.3333333333333,1368.3333333333333,2055.0,0.8605671296296297,24.043310185185184,1,2,6,3,0.16666666666666666,1500.0,1500.0,0.0,1.0,7.313886831633462,7.313886831633462,1,2,14,2,0,1.0,2.0,14.0,0.05,9.01322999770879,9.01322999770879,7.2220792823803395,7.2220792823803395,7.628517626575055,0.6208813496530162,3.2206067333887676
CustomerId_145,2019-01-03 07:56:02,53500.0,-50000.0,TransactionId_646,BatchId_2108,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,1,2019-01-03 07:56:00,61258.0,UGX,LoanId_823,2019-01-24 15:42:33,1.0,InvestorId_2,2019-02-02 07:55:49,LoanApplicationId_1535,PayBackId_853,ThirdPartyId_653,1.0,0,TRAIN,TRAIN_599,4,135000.0,140300.0,33750.0,35075.0,60000.0,0.9923842592592592,15.599907407407407,3,1,1,4,0.0,50000.0,53500.0,-3500.0,0.9345794392523364,10.819798284210286,10.887455624298198,1,3,7,3,0,1.0,3.0,7.0,0.03333333333333333,11.813037464800539,11.8515453936489,10.426765325491356,10.465272414899246,11.002116507732017,0.6893320417939235,2.8093971174799175
